Row.names,Gene.stable.ID,Crab.eating.macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID,Skin,Heart,Brain,Muscle,Spleen,Adipose,Thyroid,Colon,Lung,Liver,Pituitary,Adrenal,Human expression breadth,Chicken expression breadth,Brain expression constraint percentile,Heart expression constraint percentile,Liver expression constraint percentile,Lung expression constraint percentile,Muscle expression constraint percentile,Mean mammalian phyloP score
WDR78,ENSG00000152763,ENSMFAG00000033193,ENSMUSG00000035126,ENSRNOG00000006999,ENSCAFG00000018556,0,0,0,0,0,-9,0,11,0,0,-6,0,0.400318592,NA,0.228034876,0.476540232,0.38519302,0.569525396,NA,NA
WDR81,ENSG00000167716,ENSMFAG00000038622,ENSMUSG00000045374,ENSRNOG00000003243,ENSCAFG00000019236,-4,0,13,-1,11,11,-13,-8,0,-9,11,2,0.401915555,0.291663432,0.812430136,0.829532997,0.989317821,0.744379684,0.930006161,3.79921
WDR82,ENSG00000164091,ENSMFAG00000041591,ENSMUSG00000020257,ENSRNOG00000048441,ENSCAFG00000009848,0,0,0,0,0,0,0,0,0,0,0,0,0.779765858,0.334767452,NA,NA,NA,NA,NA,5.94687
WDR83,ENSG00000123154,ENSMFAG00000015960,ENSMUSG00000005150,ENSRNOG00000004287,ENSCAFG00000017249,-4,0,7,-11,0,11,-9,-11,-11,-1,11,0,0.654254753,NA,NA,NA,NA,NA,NA,NA
WDR83OS,ENSG00000105583,ENSMFAG00000000625,ENSMUSG00000059355,ENSRNOG00000033611,ENSCAFG00000028908,0,0,0,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,5.11777
WDR86,ENSG00000187260,ENSMFAG00000000892,ENSMUSG00000055235,ENSRNOG00000025735,ENSCAFG00000004878,0,0,7,0,6,11,-11,0,0,0,6,13,0.167334337,0.290571385,0.232506148,0.313308485,NA,0.202212442,0.32051756,1.49449
WDR89,ENSG00000140006,ENSMFAG00000021342,ENSMUSG00000045690,ENSRNOG00000021628,ENSCAFG00000015791,0,0,0,0,0,0,0,0,0,0,0,0,0.700896937,0.516327411,NA,NA,NA,NA,NA,2.82804
WDR90,ENSG00000161996,ENSMFAG00000038635,ENSMUSG00000073434,ENSRNOG00000020006,ENSCAFG00000019654,0,0,6,0,0,6,0,0,0,0,10,8,0.44298115,NA,0.503912363,0.522473142,0.581068218,0.479243488,0.461367837,1.91396
WDR91,ENSG00000105875,ENSMFAG00000003112,ENSMUSG00000058486,ENSRNOG00000010421,ENSCAFG00000003190,-4,0,7,0,0,-11,-9,-10,-10,0,0,0,0.469315723,0.395135742,NA,0.847182635,0.685034373,NA,NA,NA
WDR92,ENSG00000243667,ENSMFAG00000042360,ENSMUSG00000078970,ENSRNOG00000022857,ENSCAFG00000003248,0,0,0,0,0,-9,0,0,0,0,-6,0,0.709491923,NA,0.186004918,0.665424249,0.696139609,0.790293803,0.78952557,NA
WDR93,ENSG00000140527,ENSMFAG00000035737,ENSMUSG00000039099,ENSRNOG00000026514,ENSCAFG00000012002,0,0,0,0,0,-11,0,0,0,0,0,6,0.320397651,NA,0.248714509,0.285792589,0.42601798,0.425359819,NA,NA
WDR97,ENSG00000179698,ENSMFAG00000028779,ENSMUSG00000109179,ENSRNOG00000033520,ENSCAFG00000001540,-9,0,0,0,0,0,0,0,0,0,0,0,0.33379815,NA,NA,NA,NA,NA,NA,0.206156
WDSUB1,ENSG00000196151,ENSMFAG00000023412,ENSMUSG00000026988,ENSRNOG00000005990,ENSCAFG00000009375,0,0,0,0,0,0,0,0,0,0,0,0,0.551171979,0.649958843,0.6842723,0.65358474,0.757165521,0.743547044,0.509426987,3.40515
WDTC1,ENSG00000142784,ENSMFAG00000040733,ENSMUSG00000037622,ENSRNOG00000008377,ENSCAFG00000012192,0,0,0,0,0,8,0,0,0,0,0,0,0.773600903,0.299316892,0.861725911,0.963823723,0.725859334,0.92256453,0.855452865,5.03932
WDYHV1,ENSG00000156795,ENSMFAG00000045125,ENSMUSG00000022359,ENSRNOG00000006700,ENSCAFG00000001004,0,0,0,0,0,0,6,0,0,0,0,6,0.589204097,NA,NA,NA,NA,NA,NA,3.27871
WEE1,ENSG00000166483,ENSMFAG00000034468,ENSMUSG00000031016,ENSRNOG00000010017,ENSCAFG00000007416,0,0,0,0,0,0,0,0,0,0,0,0,0.202632454,0.128250012,0.220433713,0.58671344,0.636382866,0.757820864,0.428527418,3.77972
WFDC1,ENSG00000103175,ENSMFAG00000042597,ENSMUSG00000023336,ENSRNOG00000015904,ENSCAFG00000019956,0,-9,0,0,-8,-10,11,-10,0,-8,8,-11,0.299088575,0.256528998,NA,NA,NA,NA,NA,2.39357
WFDC2,ENSG00000101443,ENSMFAG00000030693,ENSMUSG00000017723,ENSRNOG00000014739,ENSCAFG00000009696,6,0,0,0,0,-9,11,10,-9,-11,1,0,0.22048673,NA,NA,0.114338961,0.088841883,0.256809801,0.029574861,0.684147
WFDC3,ENSG00000124116,ENSMFAG00000042167,ENSMUSG00000076434,ENSRNOG00000042162,ENSCAFG00000031732,0,0,0,0,0,0,0,0,0,0,0,0,0.160882834,NA,NA,0.007016005,0.204706504,0.105804687,0.064078866,NA
WFDC5,ENSG00000175121,ENSMFAG00000043142,ENSMUSG00000040154,ENSRNOG00000013760,ENSCAFG00000009640,0,0,0,0,0,0,0,0,0,0,0,0,0.083746307,NA,0.0024592,NA,NA,0.012132747,NA,1.06918
WFIKKN1,ENSG00000127578,ENSMFAG00000030763,ENSMUSG00000071192,ENSRNOG00000021578,ENSCAFG00000019660,0,0,0,0,0,0,0,0,0,0,10,0,0.409670002,0.171524715,0.245472837,0.201929401,0.203543099,0.28535744,0.178065311,2.38667
WFIKKN2,ENSG00000173714,ENSMFAG00000041670,ENSMUSG00000044177,ENSRNOG00000002831,ENSCAFG00000017224,-13,0,0,0,0,0,0,0,0,0,-10,0,0.26728717,0.166766998,0.457075788,0.088028941,0.033527234,0.073748067,0.353049908,3.82017
WFS1,ENSG00000109501,ENSMFAG00000040639,ENSMUSG00000039474,ENSRNOG00000005108,ENSCAFG00000001781,-13,6,-6,11,-11,-9,0,-10,-10,-9,11,-8,0.538891402,0.460172687,0.271965124,0.602170577,NA,0.487569882,NA,3.12183
WHAMM,ENSG00000156232,ENSMFAG00000001026,ENSMUSG00000045795,ENSRNOG00000028113,ENSCAFG00000013149,0,0,0,0,0,0,0,0,0,8,8,0,0.710049134,0.534404258,0.820031299,0.881056786,0.567318879,0.835375283,0.910782502,1.99772
WIF1,ENSG00000156076,ENSMFAG00000038475,ENSMUSG00000020218,ENSRNOG00000004476,ENSCAFG00000000364,0,0,9,0,0,-10,0,-1,-10,0,10,0,0.177262013,NA,NA,0.22648542,0.088365944,0.163435233,0.095009242,3.86664
WIPF1,ENSG00000115935,ENSMFAG00000034165,ENSMUSG00000075284,ENSRNOG00000018406,ENSCAFG00000013271,-1,-6,-11,0,11,-11,-11,0,11,-11,11,-11,0.244174247,NA,0.545830539,0.92600307,0.709148599,0.482098251,0.558595194,2.69282
WIPF2,ENSG00000171475,ENSMFAG00000039043,ENSMUSG00000038013,ENSRNOG00000027849,ENSCAFG00000016125,0,0,0,0,0,0,0,0,0,0,0,0,0.588133502,NA,0.811535882,0.7993861,0.955473295,NA,0.95723968,3.22102
WIPF3,ENSG00000122574,ENSMFAG00000036122,ENSMUSG00000086040,ENSRNOG00000009571,ENSCAFG00000003037,0,6,-12,0,-6,11,13,11,0,0,4,4,0.30200017,0.258253424,0.431701319,NA,0.092332099,0.117164268,0.250030807,1.4669
WIPI1,ENSG00000070540,ENSMFAG00000039344,ENSMUSG00000041895,ENSRNOG00000003827,ENSCAFG00000011038,9,0,-1,1,0,-11,9,11,0,11,10,9,0.720038036,0.566242194,0.570757881,0.496820873,0.624272871,0.562329012,0.593592113,NA
WIPI2,ENSG00000157954,ENSMFAG00000044800,ENSMUSG00000029578,ENSRNOG00000001114,ENSCAFG00000016067,9,0,0,0,0,8,0,0,0,8,6,0,0.65105753,0.481625337,NA,NA,NA,NA,NA,4.55405
WISP1,ENSG00000104415,ENSMFAG00000033614,ENSMUSG00000005124,ENSRNOG00000007078,ENSCAFG00000001133,-6,0,0,0,0,0,0,0,0,0,0,0,0.21694529,NA,0.150681869,0.191405394,0.131464833,0.175924825,0.202218115,3.48376
WISP2,ENSG00000064205,ENSMFAG00000036685,ENSMUSG00000027656,ENSRNOG00000010666,ENSCAFG00000009519,-13,0,-11,-10,-2,11,0,0,0,0,0,0,0.258600911,0.289988153,0.067516208,0.0336549,0.216710735,0.025098133,0.111398644,2.34947
WISP3,ENSG00000112761,ENSMFAG00000038144,ENSMUSG00000062074,ENSRNOG00000000597,ENSCAFG00000004005,0,0,0,0,0,0,0,0,0,0,0,0,0.300857325,0.352780938,0.235300693,0.069063802,0.061660497,0.278458428,0.083302526,3.0457
WIZ,ENSG00000011451,ENSMFAG00000039361,ENSMUSG00000024050,ENSRNOG00000006217,ENSCAFG00000016006,0,0,0,-13,1,8,0,-10,-6,-6,6,0,0.733058156,NA,0.777218869,0.474238106,0.633738763,0.479124539,0.45237215,2.04914
WLS,ENSG00000116729,ENSMFAG00000030065,ENSMUSG00000028173,ENSRNOG00000036816,ENSCAFG00000020432,8,0,0,0,0,6,0,-10,6,0,12,8,0.489402324,0.396499786,0.686563827,0.615106336,0.296985722,0.767336743,0.526309304,NA
WNK1,ENSG00000060237,ENSMFAG00000038865,ENSMUSG00000045962,ENSRNOG00000009956,ENSCAFG00000015804,0,0,0,0,0,0,9,0,0,0,-10,0,0.542125933,0.507164966,0.598256204,0.623218592,0.837017451,NA,0.840542206,3.25529
WNK2,ENSG00000165238,ENSMFAG00000031335,ENSMUSG00000037989,ENSRNOG00000016684,ENSCAFG00000002266,-8,6,0,0,0,6,0,0,0,0,0,-13,0.340506889,NA,0.765928907,0.882043412,0.360761502,0.490186749,0.515773259,NA
WNK3,ENSG00000196632,ENSMFAG00000031003,ENSMUSG00000041245,ENSRNOG00000002537,ENSCAFG00000016427,0,0,0,0,0,0,0,0,0,0,-10,0,0.249596594,NA,NA,0.088138566,NA,0.157844653,0.164325323,2.56906
WNK4,ENSG00000126562,ENSMFAG00000000864,ENSMUSG00000035112,ENSRNOG00000020441,ENSCAFG00000014776,0,0,0,0,0,-9,0,0,0,0,0,0,0.100544853,NA,0.232282584,0.188335891,0.111581174,0.185083859,0.088724584,2.68132
WNT10A,ENSG00000135925,ENSMFAG00000040659,ENSMUSG00000026167,ENSRNOG00000052510,ENSCAFG00000014987,6,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,4.00924
WNT10B,ENSG00000169884,ENSMFAG00000043880,ENSMUSG00000022996,ENSRNOG00000061238,ENSCAFG00000008767,0,0,0,0,0,-8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.6135
WNT11,ENSG00000085741,ENSMFAG00000043196,ENSMUSG00000015957,ENSRNOG00000015982,ENSCAFG00000005291,-8,6,0,0,0,1,0,0,0,0,0,0,0.248538143,0.136715322,0.583612788,0.468427976,0.218138551,0.47270132,0.620702403,4.75443
WNT16,ENSG00000002745,ENSMFAG00000031359,ENSMUSG00000029671,ENSRNOG00000005781,ENSCAFG00000003496,0,0,0,0,0,0,0,0,0,0,0,0,0.11087483,0.224269164,0.294880393,NA,0.608461132,0.122992744,0.137030191,3.49061
WNT2,ENSG00000105989,ENSMFAG00000044147,ENSMUSG00000010797,ENSRNOG00000051905,ENSCAFG00000032267,0,0,-11,0,0,0,0,0,-11,0,0,0,0.117753492,NA,0.25620389,0.384235913,0.642622951,NA,0.206900801,4.32559
WNT2B,ENSG00000134245,ENSMFAG00000002295,ENSMUSG00000027840,ENSRNOG00000014385,ENSCAFG00000013643,0,0,0,0,0,6,0,-6,0,0,-11,8,0.370087995,NA,0.265817125,0.218153914,0.334003173,NA,NA,4.34997
WNT3,ENSG00000108379,ENSMFAG00000030050,ENSMUSG00000000125,ENSRNOG00000003845,ENSCAFG00000013442,6,0,0,0,0,0,0,0,0,0,0,0,0.153408121,0.121073265,0.588642969,0.079258934,0.065891063,0.074223861,0.193037585,5.0987
WNT3A,ENSG00000154342,ENSMFAG00000042689,ENSMUSG00000009900,ENSRNOG00000003039,ENSCAFG00000001179,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5.00379
WNT4,ENSG00000162552,ENSMFAG00000045973,ENSMUSG00000036856,ENSRNOG00000013166,ENSCAFG00000014661,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.47187
WNT5A,ENSG00000114251,ENSMFAG00000041614,ENSMUSG00000021994,ENSRNOG00000015618,ENSCAFG00000029321,0,0,0,-4,0,6,0,0,-6,0,6,-9,0.516053119,NA,0.466912587,0.310567858,0.424114225,NA,NA,4.92032
WNT5B,ENSG00000111186,ENSMFAG00000033973,ENSMUSG00000030170,ENSRNOG00000008168,ENSCAFG00000015919,6,0,0,0,0,11,-11,0,0,0,12,1,NA,NA,NA,NA,NA,NA,NA,4.13806
WNT6,ENSG00000115596,ENSMFAG00000043502,ENSMUSG00000033227,ENSRNOG00000017409,ENSCAFG00000031321,-4,0,9,-10,11,-10,0,0,-10,0,6,8,NA,NA,NA,NA,NA,NA,NA,3.70636
WNT7A,ENSG00000154764,ENSMFAG00000044809,ENSMUSG00000030093,ENSRNOG00000048782,ENSCAFG00000032632,0,0,0,0,0,0,0,0,0,0,0,0,0.167056731,0.228258902,0.448245026,0.954615216,0.59386568,0.245509694,0.63228589,4.9758
WNT7B,ENSG00000188064,ENSMFAG00000043981,ENSMUSG00000022382,ENSRNOG00000015750,ENSCAFG00000000789,2,0,13,0,0,0,0,0,0,0,0,0,0.113671894,NA,0.490833892,0.068625301,0.132945531,0.381943618,0.094639556,4.65686
WNT9A,ENSG00000143816,ENSMFAG00000039333,ENSMUSG00000000126,ENSRNOG00000003066,ENSCAFG00000031441,0,0,0,0,0,8,0,0,0,0,11,9,0.262903367,0.193395543,0.277665996,0.09318132,0.235536753,0.340549542,0.340542206,3.51995
WRAP53,ENSG00000141499,ENSMFAG00000033679,ENSMUSG00000041346,ENSRNOG00000010520,ENSCAFG00000016722,-8,0,0,0,0,-10,-9,0,-11,0,0,0,0.380935719,NA,0.528057232,0.724621793,0.773664728,0.427857738,0.761306223,2.34976
WRAP73,ENSG00000116213,ENSMFAG00000001728,ENSMUSG00000029029,ENSRNOG00000014805,ENSCAFG00000019485,0,1,0,0,0,0,0,0,0,0,0,0,0.494926481,0.244573073,0.41627543,0.490681868,0.715388683,0.555965267,0.576463339,3.80143
WRB,ENSG00000182093,ENSMFAG00000002187,ENSMUSG00000023147,ENSRNOG00000001629,ENSCAFG00000010048,0,0,0,0,0,0,0,0,0,0,0,0,0.505657577,0.442085325,NA,NA,NA,NA,NA,NA
WRN,ENSG00000165392,ENSMFAG00000043428,ENSMUSG00000031583,ENSRNOG00000015440,ENSCAFG00000006410,0,0,0,0,0,0,0,0,0,0,-6,0,0.502795416,NA,0.86228482,0.597018198,0.745848757,0.718092066,NA,2.11615
WRNIP1,ENSG00000124535,ENSMFAG00000001313,ENSMUSG00000021400,ENSRNOG00000017040,ENSCAFG00000009238,0,0,0,0,0,0,0,0,0,0,0,0,0.573169043,0.542255385,0.719315895,0.603047577,0.900370175,0.897823243,0.554035736,NA
WSB1,ENSG00000109046,ENSMFAG00000042968,ENSMUSG00000017677,ENSRNOG00000012929,ENSCAFG00000018629,0,0,6,6,0,0,-9,0,0,0,-6,0,0.449622631,0.530319328,NA,0.484762114,0.755050238,0.530510289,0.758225508,4.71387
WSCD1,ENSG00000179314,ENSMFAG00000003388,ENSMUSG00000020811,ENSRNOG00000007869,ENSCAFG00000015484,-6,0,0,-10,0,0,-6,-10,0,0,-11,9,0.291791236,0.189611148,NA,NA,NA,NA,NA,3.38845
WSCD2,ENSG00000075035,ENSMFAG00000042790,ENSMUSG00000063430,ENSRNOG00000053045,ENSCAFG00000011390,0,0,0,0,11,11,-11,0,11,-13,11,-11,0.152881182,0.174189922,0.623518891,0.04056128,0.088365944,NA,NA,NA
WT1,ENSG00000184937,ENSMFAG00000030746,ENSMUSG00000016458,ENSRNOG00000013074,ENSCAFG00000007426,0,0,0,0,-11,11,0,0,0,0,0,0,0.16576008,0.157492906,0.137491616,0.700723526,0.311581174,0.173545855,0.252618608,3.98469
WWC1,ENSG00000113645,ENSMFAG00000039601,ENSMUSG00000018849,ENSRNOG00000008065,ENSCAFG00000017082,0,0,0,0,0,0,0,0,0,0,0,0,0.403493391,0.492452344,0.992845965,0.291821969,0.357271285,0.654216724,0.462107209,3.80667
WWC2,ENSG00000151718,ENSMFAG00000033741,ENSMUSG00000031563,ENSRNOG00000013248,ENSCAFG00000007906,-13,9,-11,0,0,13,0,-11,0,-9,11,8,0.377394295,0.246595264,NA,NA,0.694658911,0.906863328,NA,3.38243
WWP1,ENSG00000123124,ENSMFAG00000045719,ENSMUSG00000041058,ENSRNOG00000006328,ENSCAFG00000008784,6,6,0,6,0,0,9,0,0,9,-10,-13,NA,NA,NA,NA,NA,NA,NA,4.48768
WWP2,ENSG00000198373,ENSMFAG00000039657,ENSMUSG00000031930,ENSRNOG00000012937,ENSCAFG00000020247,0,0,0,0,6,0,0,0,0,0,6,0,0.608240632,0.517278629,0.735077129,0.790835343,0.762136436,0.808017129,0.927418361,4.47184
WWTR1,ENSG00000018408,ENSMFAG00000031777,ENSMUSG00000027803,ENSRNOG00000016617,ENSCAFG00000008356,11,0,0,11,11,11,11,-10,1,1,1,8,0.480580316,0.228727547,0.737536329,0.72692392,NA,0.739621744,0.206654344,3.92289
XAB2,ENSG00000076924,ENSMFAG00000029553,ENSMUSG00000019470,ENSRNOG00000000988,ENSCAFG00000018297,-4,0,13,-11,11,11,-11,-11,-11,0,11,1,0.529545632,NA,0.829979879,0.940692831,0.998413538,0.745212323,0.87689464,NA
XAF1,ENSG00000132530,ENSMFAG00000037194,ENSMUSG00000040483,ENSRNOG00000037371,ENSCAFG00000031602,-8,6,13,2,0,6,0,0,-11,-9,8,0,0.505956322,0.115979214,NA,NA,NA,NA,NA,0.495082
XCR1,ENSG00000173578,ENSMFAG00000006941,ENSMUSG00000060509,ENSRNOG00000006620,ENSCAFG00000013815,0,0,0,0,-8,0,0,0,0,0,0,0,0.260021439,0.146169103,0.208808406,0.171892129,NA,0.10193886,NA,1.82865
XDH,ENSG00000158125,ENSMFAG00000002614,ENSMUSG00000024066,ENSRNOG00000007081,ENSCAFG00000005609,-9,0,0,0,0,0,0,10,0,-8,-11,0,0.121727964,0.26487931,0.01799687,0.001534751,0.385087255,NA,NA,3.57512
XIRP1,ENSG00000168334,ENSMFAG00000031636,ENSMUSG00000079243,ENSRNOG00000037085,ENSCAFG00000028862,0,-11,0,11,0,0,9,0,0,0,0,0,0.127463672,0.140815014,0.21898055,0.566323175,0.297726071,0.174497443,0.526925447,2.14366
XIRP2,ENSG00000163092,ENSMFAG00000000943,ENSMUSG00000027022,ENSRNOG00000034258,ENSCAFG00000011682,0,0,0,0,0,0,0,0,0,0,0,0,0.099886912,NA,0.278448469,NA,NA,0.225169502,NA,1.99009
XK,ENSG00000047597,ENSMFAG00000041613,ENSMUSG00000015342,ENSRNOG00000003749,ENSCAFG00000028577,-9,0,0,0,0,0,9,8,0,0,8,11,0.202598754,0.184820904,NA,0.447708836,0.262083554,NA,0.337646334,3.44323
XKR4,ENSG00000206579,ENSMFAG00000039071,ENSMUSG00000051951,ENSRNOG00000027276,ENSCAFG00000006999,0,0,0,0,0,0,6,0,0,0,-11,0,0.227496831,NA,NA,NA,NA,NA,NA,4.38705
XKR6,ENSG00000171044,ENSMFAG00000001089,ENSMUSG00000035067,ENSRNOG00000011634,ENSCAFG00000008074,0,0,0,0,0,0,0,0,0,0,0,0,0.360318547,0.515215977,NA,NA,NA,NA,NA,4.60737
XKR7,ENSG00000260903,ENSMFAG00000002091,ENSMUSG00000042631,ENSRNOG00000009180,ENSCAFG00000007118,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.22351
XKR8,ENSG00000158156,ENSMFAG00000037317,ENSMUSG00000037752,ENSRNOG00000024312,ENSCAFG00000032281,-4,0,0,-1,11,11,-11,0,-11,-11,11,0,NA,NA,NA,NA,NA,NA,NA,2.02248
XKR9,ENSG00000221947,ENSMFAG00000040868,ENSMUSG00000067813,ENSRNOG00000040289,ENSCAFG00000025085,0,0,0,0,0,0,0,0,0,0,0,0,0.442920729,NA,0.113346747,0.116092962,0.112321523,NA,0.190881084,NA
XKRX,ENSG00000182489,ENSMFAG00000001920,ENSMUSG00000031258,ENSRNOG00000054136,ENSCAFG00000030082,8,0,0,0,-1,0,0,0,0,0,-12,0,0.127578922,NA,0.069192935,0.07377768,0.364674775,NA,NA,NA
XPA,ENSG00000136936,ENSMFAG00000001886,ENSMUSG00000028329,ENSRNOG00000009576,ENSCAFG00000002454,0,0,0,1,0,0,0,0,0,0,-6,0,0.445387431,0.534007779,0.465124078,0.645472484,0.695822316,0.842987986,0.88823167,3.40286
XPC,ENSG00000154767,ENSMFAG00000031847,ENSMUSG00000030094,ENSRNOG00000008274,ENSCAFG00000004467,0,0,0,0,0,6,0,0,0,0,0,13,0.569452714,0.479697974,0.926671138,NA,0.586462189,0.736410134,0.948243993,NA
XPNPEP1,ENSG00000108039,ENSMFAG00000030034,ENSMUSG00000025027,ENSRNOG00000012084,ENSCAFG00000010661,0,0,0,0,0,0,0,0,0,0,0,-8,0.579763492,0.626113723,NA,NA,NA,0.767812537,0.696857671,4.27915
XPNPEP2,ENSG00000122121,ENSMFAG00000040935,ENSMUSG00000037005,ENSRNOG00000004009,ENSCAFG00000018700,-6,0,0,0,0,-6,0,-11,0,0,0,0,0.207295711,0.277988213,0.187010955,0.342578382,0.027075621,NA,0.374738139,2.67936
XPNPEP3,ENSG00000196236,ENSMFAG00000040751,ENSMUSG00000022401,ENSRNOG00000019196,ENSCAFG00000001134,4,0,0,11,0,11,11,0,10,0,-12,-8,0.472798439,0.48762729,0.564162754,0.47971936,0.497726071,0.849292256,0.850400493,NA
XPO1,ENSG00000082898,ENSMFAG00000038679,ENSMUSG00000020290,ENSRNOG00000009935,ENSCAFG00000003050,0,-6,0,0,0,-13,0,0,0,-6,-6,-6,0.690077275,NA,0.972948804,0.937952203,0.990163934,NA,0.915588417,5.88035
XPO4,ENSG00000132953,ENSMFAG00000030414,ENSMUSG00000021952,ENSRNOG00000010137,ENSCAFG00000007222,4,0,0,11,0,-11,11,11,11,-10,0,-1,0.411233168,0.277296977,NA,0.591317693,NA,NA,0.366481824,5.37622
XPO5,ENSG00000124571,ENSMFAG00000038120,ENSMUSG00000067150,ENSRNOG00000019085,ENSCAFG00000001892,0,0,0,0,0,-8,0,0,0,0,0,0,0.606172695,0.522972383,NA,NA,NA,NA,NA,4.09172
XPO6,ENSG00000169180,ENSMFAG00000045067,ENSMUSG00000000131,ENSRNOG00000016722,ENSCAFG00000017356,0,-6,0,0,0,0,0,0,0,0,0,0,0.314344046,NA,0.983679857,0.968866477,0.924167107,0.717497324,0.927295132,5.10965
XPO7,ENSG00000130227,ENSMFAG00000030886,ENSMUSG00000022100,ENSRNOG00000013288,ENSCAFG00000009928,4,0,-7,0,0,11,9,10,10,0,0,0,0.670672856,0.557859087,NA,NA,NA,NA,NA,NA
XPOT,ENSG00000184575,ENSMFAG00000032644,ENSMUSG00000034667,ENSRNOG00000007088,ENSCAFG00000000352,4,0,0,10,0,-11,11,10,10,-10,0,-11,0.680041377,0.723436066,NA,0.590002193,NA,NA,0.643130006,5.16481
XPR1,ENSG00000143324,ENSMFAG00000036802,ENSMUSG00000026469,ENSRNOG00000000042,ENSCAFG00000012781,11,0,0,1,-11,-11,11,0,11,11,-11,-11,0.50074527,0.303345331,NA,0.578491559,0.735483871,0.760794576,0.431176833,4.8291
XRCC1,ENSG00000073050,ENSMFAG00000040166,ENSMUSG00000051768,ENSRNOG00000019915,ENSCAFG00000004746,-8,0,0,0,0,0,0,-10,0,0,0,0,0.435236799,NA,NA,0.786340715,0.732945531,0.541453551,0.477387554,2.53055
XRCC2,ENSG00000196584,ENSMFAG00000045621,ENSMUSG00000028933,ENSRNOG00000007493,ENSCAFG00000004964,0,0,0,0,0,0,0,0,0,0,0,0,0.693582699,0.246052104,0.132349653,0.126507345,0.139925965,0.236469609,0.123721503,2.47435
XRCC3,ENSG00000126215,ENSMFAG00000045469,ENSMUSG00000021287,ENSRNOG00000012141,ENSCAFG00000018290,-4,0,0,-10,11,-11,-1,0,-10,0,6,2,NA,NA,NA,NA,NA,NA,NA,NA
XRCC4,ENSG00000152422,ENSMFAG00000013259,ENSMUSG00000021615,ENSRNOG00000029966,ENSCAFG00000008636,0,0,0,0,0,-1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
XRCC5,ENSG00000079246,ENSMFAG00000039293,ENSMUSG00000026187,ENSRNOG00000016105,ENSCAFG00000014390,0,-6,0,-11,0,-13,0,0,0,0,-6,0,0.742135979,0.580994839,NA,0.599101074,0.449180328,0.415249197,0.327664818,3.266
XRCC6,ENSG00000196419,ENSMFAG00000003352,ENSMUSG00000022471,ENSRNOG00000006392,ENSCAFG00000001043,0,0,0,0,0,-13,0,0,-9,-9,0,-13,0.740501323,0.222323248,NA,NA,NA,NA,NA,NA
XRN1,ENSG00000114127,ENSMFAG00000032599,ENSMUSG00000032410,ENSRNOG00000042951,ENSCAFG00000007783,4,0,-13,11,0,-11,9,11,11,0,-11,0,0.645436999,0.408114343,NA,NA,NA,NA,NA,3.92974
XRN2,ENSG00000088930,ENSMFAG00000038122,ENSMUSG00000027433,ENSRNOG00000011785,ENSCAFG00000005185,0,0,0,0,0,-6,0,0,0,0,0,0,0.652531782,0.560645107,0.931254192,0.992106994,0.992913802,0.987272511,0.88034504,4.56598
XRRA1,ENSG00000166435,ENSMFAG00000002984,ENSMUSG00000035211,ENSRNOG00000026503,ENSCAFG00000005462,0,0,0,0,0,0,0,0,0,0,-10,0,NA,NA,NA,NA,NA,NA,NA,NA
XXYLT1,ENSG00000173950,ENSMFAG00000044564,ENSMUSG00000047434,ENSRNOG00000001729,ENSCAFG00000013432,0,0,0,0,0,0,0,0,0,0,0,0,0.52964238,NA,NA,NA,NA,NA,NA,3.72691
XYLB,ENSG00000093217,ENSMFAG00000001309,ENSMUSG00000035769,ENSRNOG00000014168,ENSCAFG00000005028,0,0,0,0,0,-6,0,0,0,0,-10,0,0.164148459,0.185577861,0.360049184,0.37985091,0.629190904,0.364577138,0.331115219,2.95493
XYLT1,ENSG00000103489,ENSMFAG00000042088,ENSMUSG00000030657,ENSRNOG00000056658,ENSCAFG00000018177,-6,0,0,-6,-11,-11,0,0,0,0,11,0,0.561174388,0.20727824,0.729152694,0.59383907,0.425066103,NA,NA,3.87384
XYLT2,ENSG00000015532,ENSMFAG00000043415,ENSMUSG00000020868,ENSRNOG00000003728,ENSCAFG00000017026,-8,0,0,0,1,11,0,0,0,10,11,0,0.591954744,0.438388895,0.771182651,0.878864284,0.650132205,0.691923397,0.929636476,3.47597
YAE1D1,ENSG00000241127,ENSMFAG00000030308,ENSMUSG00000075054,ENSRNOG00000013438,ENSCAFG00000003569,8,0,0,10,0,-11,11,-10,10,0,-12,-11,0.473631504,NA,0.514755198,0.691295768,0.91454257,0.518258594,NA,1.01923
YAF2,ENSG00000015153,ENSMFAG00000035590,ENSMUSG00000022634,ENSRNOG00000004773,ENSCAFG00000009789,0,0,0,0,-6,0,0,0,0,0,-10,0,0.603395844,0.335721471,0.350100604,0.4995615,0.477102062,0.607588914,0.472335182,4.90519
